epoch,step,train_loss
0,49,0.014200480654835701
0,99,0.0368230827152729
0,149,0.030221955850720406
0,199,0.027252372354269028
0,249,0.03510909527540207
0,299,0.05782661586999893
0,349,0.03095478191971779
0,399,0.02977864071726799
0,449,0.016223128885030746
0,499,0.04423151910305023
0,549,0.03678075224161148
0,599,0.049418963491916656
0,649,0.04499091953039169
0,699,0.024553673341870308
0,749,0.02309299260377884
0,799,0.03264303505420685
0,849,0.04440915584564209
0,899,0.03190696984529495
0,949,0.04463964328169823
0,999,0.030291136354207993
0,1049,0.02255999855697155
0,1099,0.0461544394493103
0,1149,0.02181679755449295
0,1199,0.04354265704751015
0,1249,0.031577691435813904
0,1299,0.06983011960983276
0,1349,0.03963363170623779
0,1399,0.01546826958656311
0,1449,0.03379475697875023
0,1499,0.012575777247548103
0,1549,0.015675850212574005
0,1599,0.023728376254439354
1,1649,0.03459780663251877
1,1699,0.021718118339776993
1,1749,0.017477380111813545
1,1799,0.028969235718250275
1,1849,0.03467555344104767
1,1899,0.029894277453422546
1,1949,0.015584207139909267
1,1999,0.00783765409141779
1,2049,0.0064215040765702724
1,2099,0.025685468688607216
1,2149,0.03035147488117218
1,2199,0.02500508725643158
1,2249,0.025550883263349533
1,2299,0.026191983371973038
1,2349,0.02386099100112915
1,2399,0.014407318085432053
1,2449,0.04395526647567749
1,2499,0.017266780138015747
1,2549,0.04361763596534729
1,2599,0.03631563484668732
1,2649,0.042304910719394684
1,2699,0.026640411466360092
1,2749,0.017916062846779823
1,2799,0.0312041025608778
1,2849,0.046636179089546204
1,2899,0.06740331649780273
1,2949,0.021669816225767136
1,2999,0.0172320157289505
1,3049,0.05002182722091675
1,3099,0.07451829314231873
1,3149,0.017650341615080833
1,3199,0.022152019664645195
2,3249,0.05239225924015045
2,3299,0.0204257033765316
2,3349,0.02235574647784233
2,3399,0.013707820326089859
2,3449,0.04119192063808441
2,3499,0.01354527659714222
2,3549,0.020573176443576813
2,3599,0.017576634883880615
2,3649,0.028753582388162613
2,3699,0.016464903950691223
2,3749,0.028513655066490173
2,3799,0.01679917424917221
2,3849,0.03573083132505417
2,3899,0.020158955827355385
2,3949,0.03552554175257683
2,3999,0.023272328078746796
2,4049,0.024146053940057755
2,4099,0.010413261130452156
2,4149,0.027406714856624603
2,4199,0.030068982392549515
2,4249,0.02409064956009388
2,4299,0.02108784392476082
2,4349,0.036022525280714035
2,4399,0.029565926641225815
2,4449,0.009756036102771759
2,4499,0.06527330726385117
2,4549,0.036621712148189545
2,4599,0.010142162442207336
2,4649,0.03730444982647896
2,4699,0.02694782242178917
2,4749,0.059382565319538116
2,4799,0.0336080864071846
3,4849,0.02524849772453308
3,4899,0.022808238863945007
3,4949,0.031069274991750717
3,4999,0.02312866412103176
3,5049,0.010087608359754086
3,5099,0.030973974615335464
3,5149,0.022824496030807495
3,5199,0.019166717305779457
3,5249,0.006654011085629463
3,5299,0.013463803566992283
3,5349,0.014935581013560295
3,5399,0.03656589239835739
3,5449,0.024178827181458473
3,5499,0.042884256690740585
3,5549,0.02529655024409294
3,5599,0.01754138246178627
3,5649,0.02409517765045166
3,5699,0.04370487481355667
3,5749,0.0320412814617157
3,5799,0.025869980454444885
3,5849,0.03239898383617401
3,5899,0.037380121648311615
3,5949,0.04370000958442688
3,5999,0.02866576611995697
3,6049,0.01072002574801445
3,6099,0.01988384500145912
3,6149,0.01756911911070347
3,6199,0.021056244149804115
3,6249,0.021431490778923035
3,6299,0.040616679936647415
3,6349,0.04274619743227959
3,6399,0.02986268512904644
3,6449,0.04091402143239975
4,6499,0.010559050366282463
4,6549,0.01325316447764635
4,6599,0.01152857206761837
4,6649,0.0187570508569479
4,6699,0.01245369017124176
4,6749,0.022991392761468887
4,6799,0.02417019195854664
4,6849,0.019080225378274918
4,6899,0.01012752391397953
4,6949,0.02534506469964981
4,6999,0.020478665828704834
4,7049,0.02423042431473732
4,7099,0.020974870771169662
4,7149,0.03453575819730759
4,7199,0.026512952521443367
4,7249,0.015640750527381897
4,7299,0.030497629195451736
4,7349,0.012105777859687805
4,7399,0.025281529873609543
4,7449,0.01599251478910446
4,7499,0.03480406850576401
4,7549,0.03092150390148163
4,7599,0.056531887501478195
4,7649,0.0452970415353775
4,7699,0.024782469496130943
4,7749,0.027037691324949265
4,7799,0.016456952318549156
4,7849,0.033969588577747345
4,7899,0.010095336474478245
4,7949,0.029153281822800636
4,7999,0.03224344179034233
4,8049,0.0265307929366827
5,8099,0.01694457046687603
5,8149,0.00865588802844286
5,8199,0.01133977621793747
5,8249,0.021995197981595993
5,8299,0.01723039522767067
5,8349,0.018990622833371162
5,8399,0.034504711627960205
5,8449,0.01784556359052658
5,8499,0.041690658777952194
5,8549,0.037437889724969864
5,8599,0.030532419681549072
5,8649,0.02476096712052822
5,8699,0.01997026614844799
5,8749,0.031104808673262596
5,8799,0.014498122036457062
5,8849,0.007508315145969391
5,8899,0.02360456995666027
5,8949,0.011414405889809132
5,8999,0.019998066127300262
5,9049,0.024855200201272964
5,9099,0.03125276044011116
5,9149,0.022304201498627663
5,9199,0.019162070006132126
5,9249,0.026974614709615707
5,9299,0.027032950893044472
5,9349,0.027780823409557343
5,9399,0.025226766243577003
5,9449,0.018147960305213928
5,9499,0.04027470946311951
5,9549,0.030543116852641106
5,9599,0.031297165900468826
5,9649,0.026736028492450714
6,9699,0.006632748059928417
6,9749,0.02676156349480152
6,9799,0.01570430025458336
6,9849,0.026152893900871277
6,9899,0.03607800230383873
6,9949,0.007578668184578419
6,9999,0.010229882784187794
6,10049,0.0351647213101387
6,10099,0.01651373878121376
6,10149,0.033244919031858444
6,10199,0.018319301307201385
6,10249,0.01968442276120186
6,10299,0.016751481220126152
6,10349,0.03174977749586105
6,10399,0.00887199304997921
6,10449,0.025718022137880325
6,10499,0.025176648050546646
6,10549,0.01469232514500618
6,10599,0.01793893612921238
6,10649,0.017842287197709084
6,10699,0.019953783601522446
6,10749,0.019818946719169617
6,10799,0.026405448094010353
6,10849,0.023897141218185425
6,10899,0.01747860759496689
6,10949,0.030639339238405228
6,10999,0.013040396384894848
6,11049,0.02433285489678383
6,11099,0.03618621826171875
6,11149,0.030095359310507774
6,11199,0.012070135213434696
6,11249,0.021923072636127472
7,11299,0.019185688346624374
7,11349,0.017703469842672348
7,11399,0.020938824862241745
7,11449,0.00998520478606224
7,11499,0.008868465200066566
7,11549,0.021384984254837036
7,11599,0.02367897517979145
7,11649,0.014953330159187317
7,11699,0.010010624304413795
7,11749,0.013215506449341774
7,11799,0.029432805255055428
7,11849,0.020660394802689552
7,11899,0.03464937210083008
7,11949,0.023055437952280045
7,11999,0.029814444482326508
7,12049,0.017204351723194122
7,12099,0.011918297037482262
7,12149,0.0026650968939065933
7,12199,0.02404971979558468
7,12249,0.02233569324016571
7,12299,0.01144728995859623
7,12349,0.009426601231098175
7,12399,0.030859477818012238
7,12449,0.025158140808343887
7,12499,0.03232195973396301
7,12549,0.03288882225751877
7,12599,0.05061144754290581
7,12649,0.018956387415528297
7,12699,0.029736001044511795
7,12749,0.021659433841705322
7,12799,0.018865926191210747
7,12849,0.019877783954143524
7,12899,0.017603855580091476
8,12949,0.02406730130314827
8,12999,0.02624114230275154
8,13049,0.024830494076013565
8,13099,0.024309223517775536
8,13149,0.021328246220946312
8,13199,0.023589592427015305
8,13249,0.021169766783714294
8,13299,0.02284971997141838
8,13349,0.03138737753033638
8,13399,0.015463754534721375
8,13449,0.034426189959049225
8,13499,0.008140543475747108
8,13549,0.020513635128736496
8,13599,0.034706346690654755
8,13649,0.02331935241818428
8,13699,0.03654387593269348
8,13749,0.0316472128033638
8,13799,0.013112638145685196
8,13849,0.023538462817668915
8,13899,0.021556023508310318
8,13949,0.028150539845228195
8,13999,0.023720407858490944
8,14049,0.03324776887893677
8,14099,0.03984388709068298
8,14149,0.039864785969257355
8,14199,0.020023562014102936
8,14249,0.02522875741124153
8,14299,0.022755101323127747
8,14349,0.03471232205629349
8,14399,0.02491435967385769
8,14449,0.016833730041980743
8,14499,0.014421203173696995
9,14549,0.0328560471534729
9,14599,0.01350141316652298
9,14649,0.021980762481689453
9,14699,0.010994896292686462
9,14749,0.03974904119968414
9,14799,0.02268526330590248
9,14849,0.013455845415592194
9,14899,0.017202870920300484
9,14949,0.014909961260855198
9,14999,0.022635698318481445
9,15049,0.027017848566174507
9,15099,0.012550368905067444
9,15149,0.035907261073589325
9,15199,0.010998846963047981
9,15249,0.02856777235865593
9,15299,0.017267189919948578
9,15349,0.03243527561426163
9,15399,0.010866956785321236
9,15449,0.03758735582232475
9,15499,0.022909794002771378
9,15549,0.017408082261681557
9,15599,0.025767620652914047
9,15649,0.05773822218179703
9,15699,0.028568085283041
9,15749,0.015699351206421852
9,15799,0.029561707749962807
9,15849,0.024390406906604767
9,15899,0.02662503719329834
9,15949,0.017961643636226654
9,15999,0.03638458997011185
9,16049,0.012204383499920368
9,16099,0.029118986800312996
10,16149,0.01388607732951641
10,16199,0.016496725380420685
10,16249,0.026549585163593292
10,16299,0.02887865900993347
10,16349,0.005146651528775692
10,16399,0.029926907271146774
10,16449,0.011494023725390434
10,16499,0.04308117926120758
10,16549,0.030537791550159454
10,16599,0.03474423289299011
10,16649,0.02577875182032585
10,16699,0.022264262661337852
10,16749,0.0182794202119112
10,16799,0.0273936428129673
10,16849,0.02480754628777504
10,16899,0.023265579715371132
10,16949,0.015870744362473488
10,16999,0.04388273507356644
10,17049,0.028187204152345657
10,17099,0.01213614922016859
10,17149,0.015504644252359867
10,17199,0.01130522508174181
10,17249,0.033572718501091
10,17299,0.020100032910704613
10,17349,0.02049746736884117
10,17399,0.009513292461633682
10,17449,0.02843184769153595
10,17499,0.012456772848963737
10,17549,0.030991459265351295
10,17599,0.03658488392829895
10,17649,0.015545403584837914
10,17699,0.023436250165104866
10,17749,0.020459938794374466
11,17799,0.022391635924577713
11,17849,0.01971733383834362
11,17899,0.03232317417860031
11,17949,0.02205439656972885
11,17999,0.01494888961315155
11,18049,0.019661206752061844
11,18099,0.018391381949186325
11,18149,0.004535932559520006
11,18199,0.012772263027727604
11,18249,0.02489742636680603
11,18299,0.018944568932056427
11,18349,0.021383412182331085
11,18399,0.02303510159254074
11,18449,0.030992697924375534
11,18499,0.04288419336080551
11,18549,0.015640977770090103
11,18599,0.029348473995923996
11,18649,0.020475976169109344
11,18699,0.024426758289337158
11,18749,0.02600140869617462
11,18799,0.015507107600569725
11,18849,0.022925548255443573
11,18899,0.022748105227947235
11,18949,0.017516829073429108
11,18999,0.02779630944132805
11,19049,0.010013651102781296
11,19099,0.010739588178694248
11,19149,0.025148684158921242
11,19199,0.007460359483957291
11,19249,0.04185176268219948
11,19299,0.03233576565980911
11,19349,0.03993414714932442
12,19399,0.025249216705560684
12,19449,0.019789310172200203
12,19499,0.022495172917842865
12,19549,0.022928090766072273
12,19599,0.010469689965248108
12,19649,0.01834062486886978
12,19699,0.02898193895816803
12,19749,0.024361947551369667
12,19799,0.01718437857925892
12,19849,0.027583826333284378
12,19899,0.02925087884068489
12,19949,0.023450594395399094
12,19999,0.011068223044276237
12,20049,0.037920381873846054
12,20099,0.017158322036266327
12,20149,0.014594582840800285
12,20199,0.03172570466995239
12,20249,0.02594190090894699
12,20299,0.03065633587539196
12,20349,0.023428622633218765
12,20399,0.019540807232260704
12,20449,0.0247925017029047
12,20499,0.023744165897369385
12,20549,0.07239329814910889
12,20599,0.028503617271780968
12,20649,0.022809885442256927
12,20699,0.02161124348640442
12,20749,0.04789532348513603
12,20799,0.02765142172574997
12,20849,0.04223218560218811
12,20899,0.04110301285982132
12,20949,0.007953260093927383
13,20999,0.021056510508060455
13,21049,0.010130960494279861
13,21099,0.0266757570207119
13,21149,0.024960603564977646
13,21199,0.034297436475753784
13,21249,0.047037672251462936
13,21299,0.013628344051539898
13,21349,0.04778742045164108
13,21399,0.008017662912607193
13,21449,0.04154951870441437
13,21499,0.01628660410642624
13,21549,0.014729900285601616
13,21599,0.025210265070199966
13,21649,0.024058720096945763
13,21699,0.011124376207590103
13,21749,0.03010554611682892
13,21799,0.02364521101117134
13,21849,0.01702437736093998
13,21899,0.028874386101961136
13,21949,0.014416352845728397
13,21999,0.02342381700873375
13,22049,0.03127136453986168
13,22099,0.02200446091592312
13,22149,0.02878434583544731
13,22199,0.012893136590719223
13,22249,0.03711913526058197
13,22299,0.03938104957342148
13,22349,0.016681518405675888
13,22399,0.005230344831943512
13,22449,0.039721276611089706
13,22499,0.009694794192910194
13,22549,0.021990420296788216
14,22599,0.019428711384534836
14,22649,0.024583691731095314
14,22699,0.016232440248131752
14,22749,0.017942262813448906
14,22799,0.005140342749655247
14,22849,0.02450743317604065
14,22899,0.033046379685401917
14,22949,0.016771774739027023
14,22999,0.00945531576871872
14,23049,0.020452896133065224
14,23099,0.042411334812641144
14,23149,0.020259331911802292
14,23199,0.008440768346190453
14,23249,0.01866862177848816
14,23299,0.023562833666801453
14,23349,0.014396470971405506
14,23399,0.020969511941075325
14,23449,0.017683789134025574
14,23499,0.02481026202440262
14,23549,0.022816818207502365
14,23599,0.02195156365633011
14,23649,0.01841738447546959
14,23699,0.04123112931847572
14,23749,0.0201791413128376
14,23799,0.032876238226890564
